lfdn,i,y_i,x_i,man_check_i,inv_app_mc,inv_dl_mc,inv_cat_mc,n,y_i_mc,i_name,n_name,x_i_name
8287,1,2,0,0,1.004801097,-2.026639344,-2.230208333,1,-2.046843177,rep,first,low
8287,2,2,0,0,1.004801097,-2.026639344,-2.230208333,3,-2.525458248,pop,third,low
8287,3,2,0,1,1.004801097,-2.026639344,-2.230208333,2,-2.967413442,brand,second,low
8288,1,5,1,1,1.004801097,-1.693306011,1.019791667,2,0.953156823,rep,second,high
8288,2,3,1,1,1.004801097,-1.693306011,1.019791667,3,-1.525458248,pop,third,high
8288,3,4,0,1,1.004801097,-1.693306011,1.019791667,1,-0.967413442,brand,first,low
8289,1,3,0,1,1.671467764,1.306693989,-4.480208333,1,-1.046843177,rep,first,low
8289,2,4,0,1,1.671467764,1.306693989,-4.480208333,2,-0.525458248,pop,second,low
8289,3,6,1,0,1.671467764,1.306693989,-4.480208333,3,1.032586558,brand,third,high
8290,1,1,0,1,0.671467764,1.973360656,-0.355208333,2,-3.046843177,rep,second,low
8290,2,2,0,1,0.671467764,1.973360656,-0.355208333,3,-2.525458248,pop,third,low
8290,3,6,1,1,0.671467764,1.973360656,-0.355208333,1,1.032586558,brand,first,high
8291,1,2,0,1,1.671467764,2.306693989,-0.480208333,3,-2.046843177,rep,third,low
8291,2,5,0,1,1.671467764,2.306693989,-0.480208333,2,0.474541752,pop,second,low
8291,3,4,0,0,1.671467764,2.306693989,-0.480208333,1,-0.967413442,brand,first,low
8292,1,6,1,0,1.004801097,1.640027322,1.269791667,1,1.953156823,rep,first,high
8292,2,5,1,0,1.004801097,1.640027322,1.269791667,3,0.474541752,pop,third,high
8292,3,6,0,0,1.004801097,1.640027322,1.269791667,2,1.032586558,brand,second,low
8293,1,2,0,1,-0.661865569,-0.693306011,-0.480208333,2,-2.046843177,rep,second,low
8293,2,3,0,1,-0.661865569,-0.693306011,-0.480208333,1,-1.525458248,pop,first,low
8293,3,2,0,1,-0.661865569,-0.693306011,-0.480208333,3,-2.967413442,brand,third,low
8294,1,4,1,1,0.004801097,-0.026639344,-0.730208333,1,-0.046843177,rep,first,high
8294,2,3,0,1,0.004801097,-0.026639344,-0.730208333,2,-1.525458248,pop,second,low
8294,3,4,1,1,0.004801097,-0.026639344,-0.730208333,3,-0.967413442,brand,third,high
8295,1,1,0,0,0.338134431,1.306693989,-2.105208333,3,-3.046843177,rep,third,low
8295,2,2,0,0,0.338134431,1.306693989,-2.105208333,2,-2.525458248,pop,second,low
8295,3,1,0,1,0.338134431,1.306693989,-2.105208333,1,-3.967413442,brand,first,low
8296,1,6,1,1,1.338134431,0.306693989,-0.355208333,2,1.953156823,rep,second,high
8296,2,4,1,1,1.338134431,0.306693989,-0.355208333,3,-0.525458248,pop,third,high
8296,3,6,1,1,1.338134431,0.306693989,-0.355208333,1,1.032586558,brand,first,high
8297,1,2,0,0,1.338134431,1.306693989,1.394791667,1,-2.046843177,rep,first,low
8297,2,3,0,1,1.338134431,1.306693989,1.394791667,3,-1.525458248,pop,third,low
8297,3,6,0,1,1.338134431,1.306693989,1.394791667,2,1.032586558,brand,second,low
8298,1,1,1,1,-0.328532236,0.306693989,0.269791667,1,-3.046843177,rep,first,high
8298,2,2,1,1,-0.328532236,0.306693989,0.269791667,2,-2.525458248,pop,second,high
8298,3,5,1,1,-0.328532236,0.306693989,0.269791667,3,0.032586558,brand,third,high
8300,1,2,0,1,-0.661865569,-1.026639344,1.769791667,3,-2.046843177,rep,third,low
8300,2,5,1,0,-0.661865569,-1.026639344,1.769791667,1,0.474541752,pop,first,high
8300,3,7,1,1,-0.661865569,-1.026639344,1.769791667,2,2.032586558,brand,second,high
8301,1,1,0,1,-1.328532236,0.306693989,-0.480208333,3,-3.046843177,rep,third,low
8301,2,2,1,1,-1.328532236,0.306693989,-0.480208333,1,-2.525458248,pop,first,high
8301,3,3,0,0,-1.328532236,0.306693989,-0.480208333,2,-1.967413442,brand,second,low
8302,1,2,1,1,0.338134431,-0.693306011,-0.230208333,1,-2.046843177,rep,first,high
8302,2,5,0,0,0.338134431,-0.693306011,-0.230208333,3,0.474541752,pop,third,low
8302,3,3,0,1,0.338134431,-0.693306011,-0.230208333,2,-1.967413442,brand,second,low
8303,1,2,1,0,-1.328532236,-1.026639344,-4.480208333,1,-2.046843177,rep,first,high
8303,2,5,0,0,-1.328532236,-1.026639344,-4.480208333,2,0.474541752,pop,second,low
8303,3,5,0,1,-1.328532236,-1.026639344,-4.480208333,3,0.032586558,brand,third,low
8304,1,7,0,0,-0.661865569,-3.026639344,-1.980208333,1,2.953156823,rep,first,low
8304,2,7,1,0,-0.661865569,-3.026639344,-1.980208333,2,2.474541752,pop,second,high
8304,3,7,0,0,-0.661865569,-3.026639344,-1.980208333,3,2.032586558,brand,third,low
8305,1,4,1,0,-0.661865569,-1.693306011,-1.730208333,3,-0.046843177,rep,third,high
8305,2,5,0,1,-0.661865569,-1.693306011,-1.730208333,1,0.474541752,pop,first,low
8305,3,4,0,0,-0.661865569,-1.693306011,-1.730208333,2,-0.967413442,brand,second,low
8306,1,6,0,1,0.338134431,-0.359972678,0.769791667,1,1.953156823,rep,first,low
8306,2,4,0,1,0.338134431,-0.359972678,0.769791667,3,-0.525458248,pop,third,low
8306,3,5,0,0,0.338134431,-0.359972678,0.769791667,2,0.032586558,brand,second,low
8307,1,4,1,1,-0.328532236,0.640027322,1.019791667,3,-0.046843177,rep,third,high
8307,2,4,1,1,-0.328532236,0.640027322,1.019791667,1,-0.525458248,pop,first,high
8307,3,6,1,1,-0.328532236,0.640027322,1.019791667,2,1.032586558,brand,second,high
8308,1,7,0,1,0.338134431,0.306693989,-2.605208333,2,2.953156823,rep,second,low
8308,2,7,1,0,0.338134431,0.306693989,-2.605208333,3,2.474541752,pop,third,high
8308,3,7,0,0,0.338134431,0.306693989,-2.605208333,1,2.032586558,brand,first,low
8309,1,6,1,1,0.338134431,1.640027322,2.019791667,3,1.953156823,rep,third,high
8309,2,5,0,0,0.338134431,1.640027322,2.019791667,2,0.474541752,pop,second,low
8309,3,6,1,0,0.338134431,1.640027322,2.019791667,1,1.032586558,brand,first,high
8310,1,5,0,1,0.338134431,0.306693989,-0.105208333,2,0.953156823,rep,second,low
8310,2,6,1,1,0.338134431,0.306693989,-0.105208333,1,1.474541752,pop,first,high
8310,3,6,1,1,0.338134431,0.306693989,-0.105208333,3,1.032586558,brand,third,high
8312,1,4,1,0,0.338134431,0.973360656,1.144791667,3,-0.046843177,rep,third,high
8312,2,5,0,0,0.338134431,0.973360656,1.144791667,1,0.474541752,pop,first,low
8312,3,5,1,1,0.338134431,0.973360656,1.144791667,2,0.032586558,brand,second,high
8314,1,4,1,1,0.004801097,0.306693989,-2.480208333,1,-0.046843177,rep,first,high
8314,2,4,1,0,0.004801097,0.306693989,-2.480208333,2,-0.525458248,pop,second,high
8314,3,4,0,1,0.004801097,0.306693989,-2.480208333,3,-0.967413442,brand,third,low
8315,1,6,0,0,1.671467764,0.306693989,2.519791667,1,1.953156823,rep,first,low
8315,2,5,0,1,1.671467764,0.306693989,2.519791667,2,0.474541752,pop,second,low
8315,3,6,1,0,1.671467764,0.306693989,2.519791667,3,1.032586558,brand,third,high
8316,1,1,0,1,-2.995198903,-2.693306011,0.519791667,3,-3.046843177,rep,third,low
8316,2,5,1,1,-2.995198903,-2.693306011,0.519791667,2,0.474541752,pop,second,high
8316,3,1,0,0,-2.995198903,-2.693306011,0.519791667,1,-3.967413442,brand,first,low
8317,1,1,1,1,-0.328532236,-0.359972678,-1.230208333,1,-3.046843177,rep,first,high
8317,2,6,0,1,-0.328532236,-0.359972678,-1.230208333,3,1.474541752,pop,third,low
8317,3,5,0,1,-0.328532236,-0.359972678,-1.230208333,2,0.032586558,brand,second,low
8318,1,5,0,1,1.671467764,-1.026639344,0.269791667,1,0.953156823,rep,first,low
8318,2,6,1,1,1.671467764,-1.026639344,0.269791667,3,1.474541752,pop,third,high
8318,3,5,1,0,1.671467764,-1.026639344,0.269791667,2,0.032586558,brand,second,high
8319,1,5,1,1,-1.661865569,0.640027322,0.019791667,3,0.953156823,rep,third,high
8319,2,4,0,0,-1.661865569,0.640027322,0.019791667,2,-0.525458248,pop,second,low
8319,3,4,1,0,-1.661865569,0.640027322,0.019791667,1,-0.967413442,brand,first,high
8320,1,4,1,0,1.338134431,0.973360656,2.019791667,3,-0.046843177,rep,third,high
8320,2,6,1,0,1.338134431,0.973360656,2.019791667,2,1.474541752,pop,second,high
8320,3,5,0,1,1.338134431,0.973360656,2.019791667,1,0.032586558,brand,first,low
8321,1,6,1,1,1.671467764,0.973360656,-0.105208333,3,1.953156823,rep,third,high
8321,2,6,1,0,1.671467764,0.973360656,-0.105208333,1,1.474541752,pop,first,high
8321,3,6,0,0,1.671467764,0.973360656,-0.105208333,2,1.032586558,brand,second,low
8322,1,1,0,1,0.004801097,1.640027322,0.519791667,2,-3.046843177,rep,second,low
8322,2,3,1,1,0.004801097,1.640027322,0.519791667,1,-1.525458248,pop,first,high
8322,3,3,1,0,0.004801097,1.640027322,0.519791667,3,-1.967413442,brand,third,high
8323,1,6,1,1,1.338134431,1.306693989,1.144791667,3,1.953156823,rep,third,high
8323,2,7,0,1,1.338134431,1.306693989,1.144791667,2,2.474541752,pop,second,low
8323,3,6,1,0,1.338134431,1.306693989,1.144791667,1,1.032586558,brand,first,high
8324,1,5,1,1,-0.661865569,-1.693306011,-0.355208333,1,0.953156823,rep,first,high
8324,2,3,1,0,-0.661865569,-1.693306011,-0.355208333,2,-1.525458248,pop,second,high
8324,3,6,0,0,-0.661865569,-1.693306011,-0.355208333,3,1.032586558,brand,third,low
8325,1,6,0,0,1.671467764,-0.359972678,1.269791667,2,1.953156823,rep,second,low
8325,2,3,1,1,1.671467764,-0.359972678,1.269791667,3,-1.525458248,pop,third,high
8325,3,5,0,1,1.671467764,-0.359972678,1.269791667,1,0.032586558,brand,first,low
8327,1,4,1,1,0.004801097,0.973360656,0.519791667,3,-0.046843177,rep,third,high
8327,2,4,1,1,0.004801097,0.973360656,0.519791667,2,-0.525458248,pop,second,high
8327,3,4,0,1,0.004801097,0.973360656,0.519791667,1,-0.967413442,brand,first,low
8328,1,3,0,1,-1.995198903,-0.359972678,0.144791667,3,-1.046843177,rep,third,low
8328,2,7,1,1,-1.995198903,-0.359972678,0.144791667,2,2.474541752,pop,second,high
8328,3,6,1,0,-1.995198903,-0.359972678,0.144791667,1,1.032586558,brand,first,high
8329,1,4,0,1,-0.661865569,0.640027322,0.394791667,3,-0.046843177,rep,third,low
8329,2,4,0,0,-0.661865569,0.640027322,0.394791667,1,-0.525458248,pop,first,low
8329,3,6,1,0,-0.661865569,0.640027322,0.394791667,2,1.032586558,brand,second,high
8330,1,5,1,1,-0.328532236,0.306693989,-0.355208333,3,0.953156823,rep,third,high
8330,2,5,0,1,-0.328532236,0.306693989,-0.355208333,2,0.474541752,pop,second,low
8330,3,5,1,1,-0.328532236,0.306693989,-0.355208333,1,0.032586558,brand,first,high
8331,1,5,1,1,0.004801097,-0.693306011,1.269791667,1,0.953156823,rep,first,high
8331,2,5,1,1,0.004801097,-0.693306011,1.269791667,2,0.474541752,pop,second,high
8331,3,6,0,0,0.004801097,-0.693306011,1.269791667,3,1.032586558,brand,third,low
8332,1,2,0,0,-2.328532236,-1.693306011,-0.355208333,1,-2.046843177,rep,first,low
8332,2,1,1,0,-2.328532236,-1.693306011,-0.355208333,2,-3.525458248,pop,second,high
8332,3,7,1,0,-2.328532236,-1.693306011,-0.355208333,3,2.032586558,brand,third,high
8333,1,4,0,1,-1.328532236,-0.693306011,-0.480208333,1,-0.046843177,rep,first,low
8333,2,4,1,0,-1.328532236,-0.693306011,-0.480208333,2,-0.525458248,pop,second,high
8333,3,4,1,1,-1.328532236,-0.693306011,-0.480208333,3,-0.967413442,brand,third,high
8334,1,4,1,1,-1.661865569,1.640027322,-1.855208333,3,-0.046843177,rep,third,high
8334,2,4,1,1,-1.661865569,1.640027322,-1.855208333,1,-0.525458248,pop,first,high
8334,3,4,1,0,-1.661865569,1.640027322,-1.855208333,2,-0.967413442,brand,second,high
8335,1,5,0,1,0.004801097,-0.359972678,0.894791667,1,0.953156823,rep,first,low
8335,2,6,0,1,0.004801097,-0.359972678,0.894791667,3,1.474541752,pop,third,low
8335,3,7,1,0,0.004801097,-0.359972678,0.894791667,2,2.032586558,brand,second,high
8337,1,4,0,1,-0.995198903,-0.693306011,-1.355208333,3,-0.046843177,rep,third,low
8337,2,4,1,1,-0.995198903,-0.693306011,-1.355208333,2,-0.525458248,pop,second,high
8337,3,4,1,1,-0.995198903,-0.693306011,-1.355208333,1,-0.967413442,brand,first,high
8338,1,2,0,1,0.004801097,-1.359972678,0.644791667,2,-2.046843177,rep,second,low
8338,2,6,1,1,0.004801097,-1.359972678,0.644791667,1,1.474541752,pop,first,high
8338,3,6,1,0,0.004801097,-1.359972678,0.644791667,3,1.032586558,brand,third,high
8339,1,3,0,1,1.004801097,-1.693306011,0.519791667,2,-1.046843177,rep,second,low
8339,2,3,0,1,1.004801097,-1.693306011,0.519791667,3,-1.525458248,pop,third,low
8339,3,7,1,1,1.004801097,-1.693306011,0.519791667,1,2.032586558,brand,first,high
8340,1,6,0,0,1.338134431,2.306693989,1.519791667,1,1.953156823,rep,first,low
8340,2,4,0,0,1.338134431,2.306693989,1.519791667,3,-0.525458248,pop,third,low
8340,3,6,0,1,1.338134431,2.306693989,1.519791667,2,1.032586558,brand,second,low
8342,1,6,1,1,-0.661865569,-1.693306011,0.019791667,2,1.953156823,rep,second,high
8342,2,5,0,1,-0.661865569,-1.693306011,0.019791667,1,0.474541752,pop,first,low
8342,3,6,1,1,-0.661865569,-1.693306011,0.019791667,3,1.032586558,brand,third,high
8343,1,6,1,1,0.671467764,0.973360656,1.394791667,2,1.953156823,rep,second,high
8343,2,6,1,1,0.671467764,0.973360656,1.394791667,3,1.474541752,pop,third,high
8343,3,5,0,1,0.671467764,0.973360656,1.394791667,1,0.032586558,brand,first,low
8344,1,4,1,1,1.671467764,0.973360656,-4.480208333,2,-0.046843177,rep,second,high
8344,2,5,1,1,1.671467764,0.973360656,-4.480208333,3,0.474541752,pop,third,high
8344,3,7,0,0,1.671467764,0.973360656,-4.480208333,1,2.032586558,brand,first,low
8345,1,4,1,1,0.338134431,-1.026639344,-0.605208333,1,-0.046843177,rep,first,high
8345,2,4,1,0,0.338134431,-1.026639344,-0.605208333,3,-0.525458248,pop,third,high
8345,3,4,0,1,0.338134431,-1.026639344,-0.605208333,2,-0.967413442,brand,second,low
8347,1,5,0,1,-5.328532236,-1.026639344,-0.730208333,1,0.953156823,rep,first,low
8347,2,5,0,0,-5.328532236,-1.026639344,-0.730208333,2,0.474541752,pop,second,low
8347,3,5,1,1,-5.328532236,-1.026639344,-0.730208333,3,0.032586558,brand,third,high
8348,1,1,1,0,-1.328532236,1.306693989,-0.355208333,3,-3.046843177,rep,third,high
8348,2,1,1,0,-1.328532236,1.306693989,-0.355208333,2,-3.525458248,pop,second,high
8348,3,1,0,0,-1.328532236,1.306693989,-0.355208333,1,-3.967413442,brand,first,low
8349,1,2,0,1,-2.995198903,1.640027322,-1.980208333,3,-2.046843177,rep,third,low
8349,2,2,0,0,-2.995198903,1.640027322,-1.980208333,1,-2.525458248,pop,first,low
8349,3,3,1,1,-2.995198903,1.640027322,-1.980208333,2,-1.967413442,brand,second,high
8350,1,4,0,1,0.004801097,-0.359972678,-1.230208333,1,-0.046843177,rep,first,low
8350,2,5,0,1,0.004801097,-0.359972678,-1.230208333,2,0.474541752,pop,second,low
8350,3,6,1,0,0.004801097,-0.359972678,-1.230208333,3,1.032586558,brand,third,high
8351,1,4,1,1,-2.661865569,-1.026639344,-2.605208333,1,-0.046843177,rep,first,high
8351,2,2,1,0,-2.661865569,-1.026639344,-2.605208333,3,-2.525458248,pop,third,high
8351,3,7,1,1,-2.661865569,-1.026639344,-2.605208333,2,2.032586558,brand,second,high
8352,1,7,1,0,0.338134431,-0.359972678,1.019791667,1,2.953156823,rep,first,high
8352,2,7,0,0,0.338134431,-0.359972678,1.019791667,3,2.474541752,pop,third,low
8352,3,7,1,1,0.338134431,-0.359972678,1.019791667,2,2.032586558,brand,second,high
8353,1,5,0,1,0.004801097,0.306693989,-0.605208333,3,0.953156823,rep,third,low
8353,2,6,0,1,0.004801097,0.306693989,-0.605208333,2,1.474541752,pop,second,low
8353,3,7,0,0,0.004801097,0.306693989,-0.605208333,1,2.032586558,brand,first,low
8356,1,5,0,1,-0.661865569,-2.026639344,-0.230208333,3,0.953156823,rep,third,low
8356,2,5,0,1,-0.661865569,-2.026639344,-0.230208333,2,0.474541752,pop,second,low
8356,3,5,1,0,-0.661865569,-2.026639344,-0.230208333,1,0.032586558,brand,first,high
8357,1,3,0,1,-1.661865569,1.306693989,0.144791667,1,-1.046843177,rep,first,low
8357,2,2,1,1,-1.661865569,1.306693989,0.144791667,2,-2.525458248,pop,second,high
8357,3,5,0,0,-1.661865569,1.306693989,0.144791667,3,0.032586558,brand,third,low
8358,1,5,0,0,0.338134431,-1.693306011,0.769791667,1,0.953156823,rep,first,low
8358,2,7,0,0,0.338134431,-1.693306011,0.769791667,3,2.474541752,pop,third,low
8358,3,2,0,1,0.338134431,-1.693306011,0.769791667,2,-2.967413442,brand,second,low
8359,1,5,1,1,0.338134431,-0.359972678,0.769791667,1,0.953156823,rep,first,high
8359,2,5,0,1,0.338134431,-0.359972678,0.769791667,2,0.474541752,pop,second,low
8359,3,6,1,1,0.338134431,-0.359972678,0.769791667,3,1.032586558,brand,third,high
8360,1,5,1,1,0.004801097,-1.026639344,-0.355208333,3,0.953156823,rep,third,high
8360,2,6,0,0,0.004801097,-1.026639344,-0.355208333,1,1.474541752,pop,first,low
8360,3,5,0,0,0.004801097,-1.026639344,-0.355208333,2,0.032586558,brand,second,low
8361,1,1,0,1,0.671467764,0.640027322,-0.605208333,2,-3.046843177,rep,second,low
8361,2,1,0,1,0.671467764,0.640027322,-0.605208333,1,-3.525458248,pop,first,low
8361,3,1,0,1,0.671467764,0.640027322,-0.605208333,3,-3.967413442,brand,third,low
8362,1,5,1,1,0.004801097,-1.359972678,0.519791667,3,0.953156823,rep,third,high
8362,2,5,0,0,0.004801097,-1.359972678,0.519791667,1,0.474541752,pop,first,low
8362,3,5,0,1,0.004801097,-1.359972678,0.519791667,2,0.032586558,brand,second,low
8363,1,7,0,1,-0.328532236,0.306693989,-0.730208333,3,2.953156823,rep,third,low
8363,2,7,1,0,-0.328532236,0.306693989,-0.730208333,1,2.474541752,pop,first,high
8363,3,7,1,1,-0.328532236,0.306693989,-0.730208333,2,2.032586558,brand,second,high
8364,1,2,0,1,0.671467764,-1.026639344,-1.230208333,2,-2.046843177,rep,second,low
8364,2,3,0,0,0.671467764,-1.026639344,-1.230208333,1,-1.525458248,pop,first,low
8364,3,3,1,0,0.671467764,-1.026639344,-1.230208333,3,-1.967413442,brand,third,high
8366,1,5,0,0,0.671467764,-1.693306011,1.394791667,2,0.953156823,rep,second,low
8366,2,5,0,0,0.671467764,-1.693306011,1.394791667,1,0.474541752,pop,first,low
8366,3,5,1,1,0.671467764,-1.693306011,1.394791667,3,0.032586558,brand,third,high
8367,1,7,1,1,1.671467764,2.306693989,2.519791667,3,2.953156823,rep,third,high
8367,2,7,1,1,1.671467764,2.306693989,2.519791667,1,2.474541752,pop,first,high
8367,3,7,1,1,1.671467764,2.306693989,2.519791667,2,2.032586558,brand,second,high
8368,1,5,1,1,0.004801097,-0.693306011,-0.855208333,2,0.953156823,rep,second,high
8368,2,6,0,1,0.004801097,-0.693306011,-0.855208333,1,1.474541752,pop,first,low
8368,3,7,1,1,0.004801097,-0.693306011,-0.855208333,3,2.032586558,brand,third,high
8369,1,3,1,0,0.338134431,0.973360656,-1.605208333,1,-1.046843177,rep,first,high
8369,2,4,1,0,0.338134431,0.973360656,-1.605208333,3,-0.525458248,pop,third,high
8369,3,3,1,1,0.338134431,0.973360656,-1.605208333,2,-1.967413442,brand,second,high
8371,1,4,1,1,1.004801097,-0.693306011,-0.355208333,3,-0.046843177,rep,third,high
8371,2,6,0,1,1.004801097,-0.693306011,-0.355208333,2,1.474541752,pop,second,low
8371,3,6,1,1,1.004801097,-0.693306011,-0.355208333,1,1.032586558,brand,first,high
8372,1,5,0,1,1.338134431,1.973360656,-1.480208333,3,0.953156823,rep,third,low
8372,2,6,0,1,1.338134431,1.973360656,-1.480208333,1,1.474541752,pop,first,low
8372,3,6,0,1,1.338134431,1.973360656,-1.480208333,2,1.032586558,brand,second,low
8373,1,1,0,0,-0.661865569,-0.693306011,0.644791667,1,-3.046843177,rep,first,low
8373,2,1,1,0,-0.661865569,-0.693306011,0.644791667,2,-3.525458248,pop,second,high
8373,3,1,1,1,-0.661865569,-0.693306011,0.644791667,3,-3.967413442,brand,third,high
8374,1,4,0,1,-0.661865569,-1.693306011,-0.730208333,3,-0.046843177,rep,third,low
8374,2,7,0,0,-0.661865569,-1.693306011,-0.730208333,2,2.474541752,pop,second,low
8374,3,4,1,1,-0.661865569,-1.693306011,-0.730208333,1,-0.967413442,brand,first,high
8375,1,1,1,0,-2.995198903,2.306693989,-3.480208333,2,-3.046843177,rep,second,high
8375,2,1,1,0,-2.995198903,2.306693989,-3.480208333,1,-3.525458248,pop,first,high
8375,3,2,1,1,-2.995198903,2.306693989,-3.480208333,3,-2.967413442,brand,third,high
8376,1,5,1,1,-0.328532236,-4.693306011,1.894791667,3,0.953156823,rep,third,high
8376,2,4,0,1,-0.328532236,-4.693306011,1.894791667,1,-0.525458248,pop,first,low
8376,3,5,0,0,-0.328532236,-4.693306011,1.894791667,2,0.032586558,brand,second,low
8377,1,5,0,1,0.004801097,-2.359972678,0.644791667,1,0.953156823,rep,first,low
8377,2,5,0,1,0.004801097,-2.359972678,0.644791667,3,0.474541752,pop,third,low
8377,3,5,1,1,0.004801097,-2.359972678,0.644791667,2,0.032586558,brand,second,high
8378,1,6,1,1,-0.328532236,1.306693989,1.644791667,3,1.953156823,rep,third,high
8378,2,6,1,1,-0.328532236,1.306693989,1.644791667,2,1.474541752,pop,second,high
8378,3,6,1,0,-0.328532236,1.306693989,1.644791667,1,1.032586558,brand,first,high
8379,1,6,0,1,0.671467764,0.973360656,1.019791667,3,1.953156823,rep,third,low
8379,2,7,1,1,0.671467764,0.973360656,1.019791667,2,2.474541752,pop,second,high
8379,3,6,1,1,0.671467764,0.973360656,1.019791667,1,1.032586558,brand,first,high
8380,1,4,0,1,0.338134431,-1.693306011,0.019791667,1,-0.046843177,rep,first,low
8380,2,7,0,0,0.338134431,-1.693306011,0.019791667,3,2.474541752,pop,third,low
8380,3,6,0,1,0.338134431,-1.693306011,0.019791667,2,1.032586558,brand,second,low
8381,1,5,1,1,-0.995198903,0.306693989,0.519791667,3,0.953156823,rep,third,high
8381,2,4,0,0,-0.995198903,0.306693989,0.519791667,1,-0.525458248,pop,first,low
8381,3,5,0,1,-0.995198903,0.306693989,0.519791667,2,0.032586558,brand,second,low
8382,1,6,1,0,0.671467764,-0.693306011,-0.605208333,3,1.953156823,rep,third,high
8382,2,4,0,0,0.671467764,-0.693306011,-0.605208333,1,-0.525458248,pop,first,low
8382,3,5,1,1,0.671467764,-0.693306011,-0.605208333,2,0.032586558,brand,second,high
8383,1,6,1,1,0.004801097,-0.026639344,0.519791667,3,1.953156823,rep,third,high
8383,2,6,0,1,0.004801097,-0.026639344,0.519791667,1,1.474541752,pop,first,low
8383,3,7,0,1,0.004801097,-0.026639344,0.519791667,2,2.032586558,brand,second,low
8384,1,6,1,1,1.671467764,2.306693989,2.144791667,3,1.953156823,rep,third,high
8384,2,7,0,1,1.671467764,2.306693989,2.144791667,1,2.474541752,pop,first,low
8384,3,7,0,1,1.671467764,2.306693989,2.144791667,2,2.032586558,brand,second,low
8385,1,2,0,1,1.004801097,-0.359972678,1.394791667,2,-2.046843177,rep,second,low
8385,2,6,1,1,1.004801097,-0.359972678,1.394791667,3,1.474541752,pop,third,high
8385,3,4,0,1,1.004801097,-0.359972678,1.394791667,1,-0.967413442,brand,first,low
8386,1,6,1,1,-0.995198903,-0.026639344,-1.230208333,1,1.953156823,rep,first,high
8386,2,3,0,1,-0.995198903,-0.026639344,-1.230208333,3,-1.525458248,pop,third,low
8386,3,5,0,0,-0.995198903,-0.026639344,-1.230208333,2,0.032586558,brand,second,low
8387,1,4,1,1,-0.661865569,1.306693989,-1.605208333,3,-0.046843177,rep,third,high
8387,2,4,0,0,-0.661865569,1.306693989,-1.605208333,1,-0.525458248,pop,first,low
8387,3,6,1,1,-0.661865569,1.306693989,-1.605208333,2,1.032586558,brand,second,high
8389,1,4,0,1,-1.661865569,1.973360656,-4.480208333,2,-0.046843177,rep,second,low
8389,2,4,0,0,-1.661865569,1.973360656,-4.480208333,1,-0.525458248,pop,first,low
8389,3,4,1,1,-1.661865569,1.973360656,-4.480208333,3,-0.967413442,brand,third,high
8390,1,7,1,1,1.004801097,-2.026639344,0.519791667,3,2.953156823,rep,third,high
8390,2,6,0,1,1.004801097,-2.026639344,0.519791667,1,1.474541752,pop,first,low
8390,3,7,1,1,1.004801097,-2.026639344,0.519791667,2,2.032586558,brand,second,high
8391,1,4,0,0,-0.995198903,-1.693306011,-0.605208333,3,-0.046843177,rep,third,low
8391,2,4,0,0,-0.995198903,-1.693306011,-0.605208333,2,-0.525458248,pop,second,low
8391,3,4,1,1,-0.995198903,-1.693306011,-0.605208333,1,-0.967413442,brand,first,high
8392,1,6,1,1,0.671467764,-3.026639344,0.644791667,2,1.953156823,rep,second,high
8392,2,5,1,1,0.671467764,-3.026639344,0.644791667,1,0.474541752,pop,first,high
8392,3,6,1,0,0.671467764,-3.026639344,0.644791667,3,1.032586558,brand,third,high
8393,1,4,1,1,-0.328532236,0.640027322,0.644791667,3,-0.046843177,rep,third,high
8393,2,5,1,1,-0.328532236,0.640027322,0.644791667,1,0.474541752,pop,first,high
8393,3,4,1,1,-0.328532236,0.640027322,0.644791667,2,-0.967413442,brand,second,high
8394,1,4,0,0,1.004801097,1.640027322,1.894791667,1,-0.046843177,rep,first,low
8394,2,2,1,0,1.004801097,1.640027322,1.894791667,2,-2.525458248,pop,second,high
8394,3,4,0,0,1.004801097,1.640027322,1.894791667,3,-0.967413442,brand,third,low
8396,1,6,1,1,-0.328532236,0.306693989,0.019791667,3,1.953156823,rep,third,high
8396,2,3,0,1,-0.328532236,0.306693989,0.019791667,1,-1.525458248,pop,first,low
8396,3,5,1,1,-0.328532236,0.306693989,0.019791667,2,0.032586558,brand,second,high
8397,1,7,1,1,1.671467764,0.306693989,-0.480208333,3,2.953156823,rep,third,high
8397,2,7,0,1,1.671467764,0.306693989,-0.480208333,1,2.474541752,pop,first,low
8397,3,7,0,0,1.671467764,0.306693989,-0.480208333,2,2.032586558,brand,second,low
8398,1,5,0,1,0.338134431,-1.693306011,-0.105208333,2,0.953156823,rep,second,low
8398,2,6,0,0,0.338134431,-1.693306011,-0.105208333,1,1.474541752,pop,first,low
8398,3,7,1,1,0.338134431,-1.693306011,-0.105208333,3,2.032586558,brand,third,high
8399,1,6,1,1,-0.995198903,-4.693306011,-0.355208333,3,1.953156823,rep,third,high
8399,2,6,0,1,-0.995198903,-4.693306011,-0.355208333,1,1.474541752,pop,first,low
8399,3,6,0,1,-0.995198903,-4.693306011,-0.355208333,2,1.032586558,brand,second,low
8401,1,1,0,0,-1.328532236,2.306693989,-2.355208333,3,-3.046843177,rep,third,low
8401,2,1,0,0,-1.328532236,2.306693989,-2.355208333,1,-3.525458248,pop,first,low
8401,3,1,1,1,-1.328532236,2.306693989,-2.355208333,2,-3.967413442,brand,second,high
